Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Individual,infection,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,Time
SRR3471690,RNA-Seq,100,4289756400,PRJNA320361,SAMN04932814,3115207696,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739048,GSM2141305,AF71,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:15:00Z,1,GSM2141305,Macrophages,SRP074274,2 hr
SRR3471691,RNA-Seq,100,4078077100,PRJNA320361,SAMN04932815,2960603042,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739049,GSM2141306,AF71,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:18:00Z,1,GSM2141306,Macrophages,SRP074274,2 hr
SRR3471692,RNA-Seq,100,4259837100,PRJNA320361,SAMN04932816,3081502997,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739050,GSM2141307,AF71,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:20:00Z,1,GSM2141307,Macrophages,SRP074274,2 hr
SRR3471693,RNA-Seq,100,4261479500,PRJNA320361,SAMN04932817,3038736955,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739051,GSM2141308,AF77,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:20:00Z,1,GSM2141308,Macrophages,SRP074274,2 hr
SRR3471694,RNA-Seq,100,4399845800,PRJNA320361,SAMN04932818,3143806638,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739052,GSM2141309,AF77,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:18:00Z,1,GSM2141309,Macrophages,SRP074274,2 hr
SRR3471695,RNA-Seq,100,3471503000,PRJNA320361,SAMN04932819,2473749553,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739053,GSM2141310,AF77,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:21:00Z,1,GSM2141310,Macrophages,SRP074274,2 hr
SRR3471696,RNA-Seq,100,3115864200,PRJNA320361,SAMN04932820,2265075447,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739054,GSM2141311,AF79,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:19:00Z,1,GSM2141311,Macrophages,SRP074274,2 hr
SRR3471697,RNA-Seq,100,3192483400,PRJNA320361,SAMN04932821,2309217995,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739055,GSM2141312,AF79,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:23:00Z,1,GSM2141312,Macrophages,SRP074274,2 hr
SRR3471698,RNA-Seq,100,3504806400,PRJNA320361,SAMN04932822,2531299784,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739056,GSM2141313,AF79,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:24:00Z,1,GSM2141313,Macrophages,SRP074274,2 hr
SRR3471699,RNA-Seq,100,3122370400,PRJNA320361,SAMN04932823,2179498049,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739057,GSM2141314,EU06,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:19:00Z,1,GSM2141314,Macrophages,SRP074274,2 hr
SRR3471700,RNA-Seq,100,3580749600,PRJNA320361,SAMN04932824,2502121696,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739058,GSM2141315,EU06,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:25:00Z,1,GSM2141315,Macrophages,SRP074274,2 hr
SRR3471701,RNA-Seq,100,3361926200,PRJNA320361,SAMN04932825,2357704006,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739059,GSM2141316,EU06,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:21:00Z,1,GSM2141316,Macrophages,SRP074274,2 hr
SRR3471702,RNA-Seq,100,3726086300,PRJNA320361,SAMN04932826,2685746491,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739060,GSM2141317,EU14,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:24:00Z,1,GSM2141317,Macrophages,SRP074274,2 hr
SRR3471703,RNA-Seq,100,2769430600,PRJNA320361,SAMN04932827,1995312439,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739061,GSM2141318,EU14,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:20:00Z,1,GSM2141318,Macrophages,SRP074274,2 hr
SRR3471704,RNA-Seq,100,4007651500,PRJNA320361,SAMN04932828,2876767315,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739062,GSM2141319,EU14,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:24:00Z,1,GSM2141319,Macrophages,SRP074274,2 hr
SRR3471705,RNA-Seq,100,3330676000,PRJNA320361,SAMN04932829,2417848139,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739063,GSM2141320,EU16,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:27:00Z,1,GSM2141320,Macrophages,SRP074274,2 hr
SRR3471706,RNA-Seq,100,2179406900,PRJNA320361,SAMN04932830,1584832926,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739064,GSM2141321,EU16,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:23:00Z,1,GSM2141321,Macrophages,SRP074274,2 hr
SRR3471707,RNA-Seq,100,3315506200,PRJNA320361,SAMN04932831,2405311390,macrophage,GEO,public,"sra,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739065,GSM2141322,EU16,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:26:00Z,1,GSM2141322,Macrophages,SRP074274,2 hr
SRR3471708,RNA-Seq,100,2945233000,PRJNA320361,SAMN04932832,1870634573,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739066,GSM2141323,EU20,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:27:00Z,1,GSM2141323,Macrophages,SRP074274,2 hr
SRR3471709,RNA-Seq,100,3520492400,PRJNA320361,SAMN04932833,2236009621,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739067,GSM2141324,EU20,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:31:00Z,1,GSM2141324,Macrophages,SRP074274,2 hr
SRR3471710,RNA-Seq,100,4775768600,PRJNA320361,SAMN04932834,3394138007,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739068,GSM2141325,EU22,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:39:00Z,1,GSM2141325,Macrophages,SRP074274,2 hr
SRR3471711,RNA-Seq,100,2378021400,PRJNA320361,SAMN04932835,1695954640,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739069,GSM2141326,EU22,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:27:00Z,1,GSM2141326,Macrophages,SRP074274,2 hr
SRR3471712,RNA-Seq,100,3328813400,PRJNA320361,SAMN04932934,2369577526,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739070,GSM2141327,EU22,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:30:00Z,1,GSM2141327,Macrophages,SRP074274,2 hr
SRR3471713,RNA-Seq,100,2982877300,PRJNA320361,SAMN04932836,2087522894,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739071,GSM2141328,EU24,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:29:00Z,1,GSM2141328,Macrophages,SRP074274,2 hr
SRR3471714,RNA-Seq,100,3083135800,PRJNA320361,SAMN04932837,2159701106,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739072,GSM2141329,EU24,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:27:00Z,1,GSM2141329,Macrophages,SRP074274,2 hr
SRR3471715,RNA-Seq,100,4194966800,PRJNA320361,SAMN04932838,2936815989,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739073,GSM2141330,EU24,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:30:00Z,1,GSM2141330,Macrophages,SRP074274,2 hr
SRR3471716,RNA-Seq,100,2796513400,PRJNA320361,SAMN04932839,2080846444,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739074,GSM2141331,EU26,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:32:00Z,1,GSM2141331,Macrophages,SRP074274,2 hr
SRR3471717,RNA-Seq,100,3771787400,PRJNA320361,SAMN04932840,2804449126,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739075,GSM2141332,EU26,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:34:00Z,1,GSM2141332,Macrophages,SRP074274,2 hr
SRR3471718,RNA-Seq,100,3702292400,PRJNA320361,SAMN04932931,2752834364,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739076,GSM2141333,EU26,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:31:00Z,1,GSM2141333,Macrophages,SRP074274,2 hr
SRR3471719,RNA-Seq,100,3789702100,PRJNA320361,SAMN04932932,2568015373,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739077,GSM2141334,EU28,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:32:00Z,1,GSM2141334,Macrophages,SRP074274,2 hr
SRR3471720,RNA-Seq,100,3592940900,PRJNA320361,SAMN04932933,2439232695,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739078,GSM2141335,EU28,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:33:00Z,1,GSM2141335,Macrophages,SRP074274,2 hr
SRR3471721,RNA-Seq,100,5645653600,PRJNA320361,SAMN04932935,3830498800,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739079,GSM2141336,EU28,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:41:00Z,1,GSM2141336,Macrophages,SRP074274,2 hr
SRR3471722,RNA-Seq,100,3458643500,PRJNA320361,SAMN04932936,2488013076,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739080,GSM2141337,EU30,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:40:00Z,1,GSM2141337,Macrophages,SRP074274,2 hr
SRR3471723,RNA-Seq,100,2916556100,PRJNA320361,SAMN04932937,2100618632,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739081,GSM2141338,EU30,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:36:00Z,1,GSM2141338,Macrophages,SRP074274,2 hr
SRR3471724,RNA-Seq,100,3312187800,PRJNA320361,SAMN04932938,2378345433,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739082,GSM2141339,EU30,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:35:00Z,1,GSM2141339,Macrophages,SRP074274,2 hr
SRR3471725,RNA-Seq,100,2835028300,PRJNA320361,SAMN04932939,2022155327,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739083,GSM2141340,EU34,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:36:00Z,1,GSM2141340,Macrophages,SRP074274,2 hr
SRR3471726,RNA-Seq,100,4034487100,PRJNA320361,SAMN04932940,2889839236,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739084,GSM2141341,EU34,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:42:00Z,1,GSM2141341,Macrophages,SRP074274,2 hr
SRR3471727,RNA-Seq,100,3812874600,PRJNA320361,SAMN04932941,2726830286,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739085,GSM2141342,EU34,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:40:00Z,1,GSM2141342,Macrophages,SRP074274,2 hr
SRR3471728,RNA-Seq,100,2290273400,PRJNA320361,SAMN04932942,1652413078,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739086,GSM2141343,EU36,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:39:00Z,1,GSM2141343,Macrophages,SRP074274,2 hr
SRR3471729,RNA-Seq,100,1707076800,PRJNA320361,SAMN04932943,1232465700,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739087,GSM2141344,EU36,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:37:00Z,1,GSM2141344,Macrophages,SRP074274,2 hr
SRR3471730,RNA-Seq,100,2525931100,PRJNA320361,SAMN04932944,1822045874,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739088,GSM2141345,EU36,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:40:00Z,1,GSM2141345,Macrophages,SRP074274,2 hr
SRR3471731,RNA-Seq,100,3105526900,PRJNA320361,SAMN04932945,2075253645,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739089,GSM2141346,EU42,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:40:00Z,1,GSM2141346,Macrophages,SRP074274,2 hr
SRR3471732,RNA-Seq,100,2850357700,PRJNA320361,SAMN04932946,1899746313,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739090,GSM2141347,EU42,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:41:00Z,1,GSM2141347,Macrophages,SRP074274,2 hr
SRR3471733,RNA-Seq,100,2050804700,PRJNA320361,SAMN04932947,1366597511,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739091,GSM2141348,EU42,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:40:00Z,1,GSM2141348,Macrophages,SRP074274,2 hr
SRR3471734,RNA-Seq,100,3469860600,PRJNA320361,SAMN04932948,2378059075,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739092,GSM2141349,EU46,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:42:00Z,1,GSM2141349,Macrophages,SRP074274,2 hr
SRR3471735,RNA-Seq,100,2934572300,PRJNA320361,SAMN04932949,2006512346,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739093,GSM2141350,EU46,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:43:00Z,1,GSM2141350,Macrophages,SRP074274,2 hr
SRR3471736,RNA-Seq,100,2896093900,PRJNA320361,SAMN04932950,1991899398,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739094,GSM2141351,EU46,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:41:00Z,1,GSM2141351,Macrophages,SRP074274,2 hr
SRR3471737,RNA-Seq,100,3407389500,PRJNA320361,SAMN04932841,2308202602,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739095,GSM2141352,EU48,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:42:00Z,1,GSM2141352,Macrophages,SRP074274,2 hr
SRR3471738,RNA-Seq,100,2993989900,PRJNA320361,SAMN04932842,2031760967,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739096,GSM2141353,EU48,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:46:00Z,1,GSM2141353,Macrophages,SRP074274,2 hr
SRR3471739,RNA-Seq,100,2884473100,PRJNA320361,SAMN04932843,1955811862,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739097,GSM2141354,EU48,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:45:00Z,1,GSM2141354,Macrophages,SRP074274,2 hr
SRR3471740,RNA-Seq,100,3933916100,PRJNA320361,SAMN04932844,2853439195,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739098,GSM2141355,EU50,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:56:00Z,1,GSM2141355,Macrophages,SRP074274,2 hr
SRR3471741,RNA-Seq,100,3485367800,PRJNA320361,SAMN04932845,2528300934,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739099,GSM2141356,EU50,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:46:00Z,1,GSM2141356,Macrophages,SRP074274,2 hr
SRR3471742,RNA-Seq,100,3934107200,PRJNA320361,SAMN04932846,2860299751,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739100,GSM2141357,EU50,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:48:00Z,1,GSM2141357,Macrophages,SRP074274,2 hr
SRR3471743,RNA-Seq,100,2468767800,PRJNA320361,SAMN04932951,1680339665,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739101,GSM2141358,EU52,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:45:00Z,1,GSM2141358,Macrophages,SRP074274,2 hr
SRR3471744,RNA-Seq,100,3417745600,PRJNA320361,SAMN04932952,2309634884,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739102,GSM2141359,EU52,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:48:00Z,1,GSM2141359,Macrophages,SRP074274,2 hr
SRR3471745,RNA-Seq,100,3709919000,PRJNA320361,SAMN04932847,2502964205,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739103,GSM2141360,EU52,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:50:00Z,1,GSM2141360,Macrophages,SRP074274,2 hr
SRR3471746,RNA-Seq,100,2793027100,PRJNA320361,SAMN04932848,1898699724,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739104,GSM2141361,EU54,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:51:00Z,1,GSM2141361,Macrophages,SRP074274,2 hr
SRR3471747,RNA-Seq,100,3009535800,PRJNA320361,SAMN04932849,2044601111,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739105,GSM2141362,EU54,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:49:00Z,1,GSM2141362,Macrophages,SRP074274,2 hr
SRR3471748,RNA-Seq,100,3006725300,PRJNA320361,SAMN04932850,2036832701,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739106,GSM2141363,EU54,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:51:00Z,1,GSM2141363,Macrophages,SRP074274,2 hr
