Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Individual,infection,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,Time
SRR3471749,RNA-Seq,100,3036573100,PRJNA320361,SAMN04932851,2101160134,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739107,GSM2141364,EU58,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:51:00Z,1,GSM2141364,Macrophages,SRP074274,2 hr
SRR3471750,RNA-Seq,100,2850532300,PRJNA320361,SAMN04932852,1965535100,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739108,GSM2141365,EU58,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:52:00Z,1,GSM2141365,Macrophages,SRP074274,2 hr
SRR3471751,RNA-Seq,100,2985101900,PRJNA320361,SAMN04932853,2057961819,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739109,GSM2141366,EU58,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:53:00Z,1,GSM2141366,Macrophages,SRP074274,2 hr
SRR3471752,RNA-Seq,100,3242302800,PRJNA320361,SAMN04932854,2265414780,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739110,GSM2141367,EU60,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:54:00Z,1,GSM2141367,Macrophages,SRP074274,2 hr
SRR3471753,RNA-Seq,100,3151541200,PRJNA320361,SAMN04932855,2187700193,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739111,GSM2141368,EU60,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:53:00Z,1,GSM2141368,Macrophages,SRP074274,2 hr
SRR3471754,RNA-Seq,100,2689936300,PRJNA320361,SAMN04932856,1874930280,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739112,GSM2141369,EU60,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:49:00Z,1,GSM2141369,Macrophages,SRP074274,2 hr
SRR3471755,RNA-Seq,100,3068941500,PRJNA320361,SAMN04932857,2197895330,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739113,GSM2141370,EU62,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:53:00Z,1,GSM2141370,Macrophages,SRP074274,2 hr
SRR3471756,RNA-Seq,100,3688314400,PRJNA320361,SAMN04932858,2638139978,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739114,GSM2141371,EU62,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:55:00Z,1,GSM2141371,Macrophages,SRP074274,2 hr
SRR3471757,RNA-Seq,100,4503763600,PRJNA320361,SAMN04932859,3216323234,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739115,GSM2141372,EU62,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:57:00Z,1,GSM2141372,Macrophages,SRP074274,2 hr
SRR3471758,RNA-Seq,100,4173676800,PRJNA320361,SAMN04932860,2873316689,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739116,GSM2141373,EU64,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:56:00Z,1,GSM2141373,Macrophages,SRP074274,2 hr
SRR3471759,RNA-Seq,100,3432054500,PRJNA320361,SAMN04932861,2350682820,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739117,GSM2141374,EU64,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:55:00Z,1,GSM2141374,Macrophages,SRP074274,2 hr
SRR3471760,RNA-Seq,100,2610468700,PRJNA320361,SAMN04932862,1788543953,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739118,GSM2141375,EU64,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:55:00Z,1,GSM2141375,Macrophages,SRP074274,2 hr
SRR3471761,RNA-Seq,100,2353720500,PRJNA320361,SAMN04932863,1594363463,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739119,GSM2141376,EU66,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:55:00Z,1,GSM2141376,Macrophages,SRP074274,2 hr
SRR3471762,RNA-Seq,100,3381611500,PRJNA320361,SAMN04932864,2289177415,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739120,GSM2141377,EU66,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:57:00Z,1,GSM2141377,Macrophages,SRP074274,2 hr
SRR3471763,RNA-Seq,100,3692623500,PRJNA320361,SAMN04932865,2498072394,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739121,GSM2141378,EU66,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:58:00Z,1,GSM2141378,Macrophages,SRP074274,2 hr
SRR3471764,RNA-Seq,100,3516577800,PRJNA320361,SAMN04932866,2541246071,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739122,GSM2141379,EU68,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:05:00Z,1,GSM2141379,Macrophages,SRP074274,2 hr
SRR3471765,RNA-Seq,100,2764141800,PRJNA320361,SAMN04932867,2002615049,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739123,GSM2141380,EU68,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T11:56:00Z,1,GSM2141380,Macrophages,SRP074274,2 hr
SRR3471766,RNA-Seq,100,3615534200,PRJNA320361,SAMN04932868,2612277304,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739124,GSM2141381,EU68,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:00:00Z,1,GSM2141381,Macrophages,SRP074274,2 hr
SRR3471767,RNA-Seq,100,3385612500,PRJNA320361,SAMN04932869,2446912115,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739125,GSM2141382,EU70,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T13:41:00Z,1,GSM2141382,Macrophages,SRP074274,2 hr
SRR3471768,RNA-Seq,100,3748741300,PRJNA320361,SAMN04932870,2718506275,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739126,GSM2141383,EU70,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:02:00Z,1,GSM2141383,Macrophages,SRP074274,2 hr
SRR3471769,RNA-Seq,100,3134456100,PRJNA320361,SAMN04933041,2263635077,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739127,GSM2141384,EU70,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T13:42:00Z,1,GSM2141384,Macrophages,SRP074274,2 hr
SRR3471770,RNA-Seq,100,3466220200,PRJNA320361,SAMN04933042,2516007952,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739128,GSM2141385,EU72,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T13:44:00Z,1,GSM2141385,Macrophages,SRP074274,2 hr
SRR3471771,RNA-Seq,100,3293002600,PRJNA320361,SAMN04933043,2395398415,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739129,GSM2141386,EU72,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:02:00Z,1,GSM2141386,Macrophages,SRP074274,2 hr
SRR3471772,RNA-Seq,100,3417164200,PRJNA320361,SAMN04933044,2468403287,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739130,GSM2141387,EU72,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:03:00Z,1,GSM2141387,Macrophages,SRP074274,2 hr
SRR3471773,RNA-Seq,100,4079906100,PRJNA320361,SAMN04933045,3021386263,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739131,GSM2141388,EU74,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T13:46:00Z,1,GSM2141388,Macrophages,SRP074274,2 hr
SRR3471774,RNA-Seq,100,3511109000,PRJNA320361,SAMN04933046,2612478782,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739132,GSM2141389,EU74,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:03:00Z,1,GSM2141389,Macrophages,SRP074274,2 hr
SRR3471775,RNA-Seq,100,3032508100,PRJNA320361,SAMN04933047,2247346282,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739133,GSM2141390,EU74,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T13:37:00Z,1,GSM2141390,Macrophages,SRP074274,2 hr
SRR3471776,RNA-Seq,100,3410120900,PRJNA320361,SAMN04933048,2511169158,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739134,GSM2141391,EU76,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:12:00Z,1,GSM2141391,Macrophages,SRP074274,2 hr
SRR3471777,RNA-Seq,100,3736813700,PRJNA320361,SAMN04933049,2739873779,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739135,GSM2141392,EU76,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T13:39:00Z,1,GSM2141392,Macrophages,SRP074274,2 hr
SRR3471778,RNA-Seq,100,3812947800,PRJNA320361,SAMN04933050,2800350549,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739136,GSM2141393,EU76,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:05:00Z,1,GSM2141393,Macrophages,SRP074274,2 hr
SRR3471779,RNA-Seq,100,2967545400,PRJNA320361,SAMN04933051,2185314932,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739137,GSM2141394,EU78,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:05:00Z,1,GSM2141394,Macrophages,SRP074274,2 hr
SRR3471780,RNA-Seq,100,3267154000,PRJNA320361,SAMN04933052,2407527767,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739138,GSM2141395,EU78,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T13:46:00Z,1,GSM2141395,Macrophages,SRP074274,2 hr
SRR3471781,RNA-Seq,100,2172483900,PRJNA320361,SAMN04933053,1603270645,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739139,GSM2141396,EU78,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T13:46:00Z,1,GSM2141396,Macrophages,SRP074274,2 hr
SRR3471782,RNA-Seq,100,3777799500,PRJNA320361,SAMN04933054,2733229635,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739140,GSM2141397,EU80,Listeria,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T13:49:00Z,1,GSM2141397,Macrophages,SRP074274,2 hr
SRR3471783,RNA-Seq,100,3333266800,PRJNA320361,SAMN04933055,2424005018,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739141,GSM2141398,EU80,Non-infected,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:07:00Z,1,GSM2141398,Macrophages,SRP074274,2 hr
SRR3471784,RNA-Seq,100,3139778200,PRJNA320361,SAMN04933056,2270261263,macrophage,GEO,public,"run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739142,GSM2141399,EU80,Salmonella,Illumina HiSeq 2000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T12:06:00Z,1,GSM2141399,Macrophages,SRP074274,2 hr
SRR3471785,RNA-Seq,101,3921506598,PRJNA320361,SAMN04933057,1747489202,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739143,GSM2141400,AF101,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:31:00Z,1,GSM2141400,Macrophages,SRP074274,2 hr
SRR3471786,RNA-Seq,101,3713517197,PRJNA320361,SAMN04933058,1668094274,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739144,GSM2141401,AF101,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:37:00Z,1,GSM2141401,Macrophages,SRP074274,2 hr
SRR3471787,RNA-Seq,101,3114752736,PRJNA320361,SAMN04933059,1386285615,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739145,GSM2141402,AF101,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:30:00Z,1,GSM2141402,Macrophages,SRP074274,2 hr
SRR3471788,RNA-Seq,101,3496854926,PRJNA320361,SAMN04933060,1557625315,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739146,GSM2141403,AF105,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:32:00Z,1,GSM2141403,Macrophages,SRP074274,2 hr
SRR3471789,RNA-Seq,101,3405131675,PRJNA320361,SAMN04933061,1511923983,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739147,GSM2141404,AF105,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:32:00Z,1,GSM2141404,Macrophages,SRP074274,2 hr
SRR3471790,RNA-Seq,101,3584924603,PRJNA320361,SAMN04933062,1585424418,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739148,GSM2141405,AF105,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:31:00Z,1,GSM2141405,Macrophages,SRP074274,2 hr
SRR3471791,RNA-Seq,101,3543811644,PRJNA320361,SAMN04933063,1588645959,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739149,GSM2141406,AF107,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:32:00Z,1,GSM2141406,Macrophages,SRP074274,2 hr
SRR3471792,RNA-Seq,101,3205876148,PRJNA320361,SAMN04933064,1441619959,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739150,GSM2141407,AF107,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:31:00Z,1,GSM2141407,Macrophages,SRP074274,2 hr
SRR3471793,RNA-Seq,101,3735021612,PRJNA320361,SAMN04933065,1666392871,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739151,GSM2141408,AF107,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:32:00Z,1,GSM2141408,Macrophages,SRP074274,2 hr
SRR3471794,RNA-Seq,101,3399237618,PRJNA320361,SAMN04933066,1537184664,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739152,GSM2141409,AF109,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:31:00Z,1,GSM2141409,Macrophages,SRP074274,2 hr
SRR3471795,RNA-Seq,101,4057430883,PRJNA320361,SAMN04933067,1823389670,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739153,GSM2141410,AF109,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:33:00Z,1,GSM2141410,Macrophages,SRP074274,2 hr
SRR3471796,RNA-Seq,101,3511861809,PRJNA320361,SAMN04933068,1576647554,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739154,GSM2141411,AF109,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:37:00Z,1,GSM2141411,Macrophages,SRP074274,2 hr
SRR3471797,RNA-Seq,101,3371031146,PRJNA320361,SAMN04933069,1137991517,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739155,GSM2141412,AF111,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:31:00Z,1,GSM2141412,Macrophages,SRP074274,2 hr
SRR3471798,RNA-Seq,101,3469771271,PRJNA320361,SAMN04933070,1177203368,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739156,GSM2141413,AF111,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:31:00Z,1,GSM2141413,Macrophages,SRP074274,2 hr
SRR3471799,RNA-Seq,101,3494075911,PRJNA320361,SAMN04933016,1164617892,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739157,GSM2141414,AF111,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:31:00Z,1,GSM2141414,Macrophages,SRP074274,2 hr
SRR3471800,RNA-Seq,101,3726566498,PRJNA320361,SAMN04933017,1668080241,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739158,GSM2141415,AF113,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:32:00Z,1,GSM2141415,Macrophages,SRP074274,2 hr
SRR3471801,RNA-Seq,101,3460674100,PRJNA320361,SAMN04933018,1553403896,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739159,GSM2141416,AF113,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:31:00Z,1,GSM2141416,Macrophages,SRP074274,2 hr
SRR3471802,RNA-Seq,101,3680979037,PRJNA320361,SAMN04933019,1644874440,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739160,GSM2141417,AF113,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:32:00Z,1,GSM2141417,Macrophages,SRP074274,2 hr
SRR3471803,RNA-Seq,101,3768165873,PRJNA320361,SAMN04933011,1694873722,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739161,GSM2141418,AF115,Listeria,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:33:00Z,1,GSM2141418,Macrophages,SRP074274,2 hr
SRR3471804,RNA-Seq,101,3252131825,PRJNA320361,SAMN04933012,1456607403,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739162,GSM2141419,AF115,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:31:00Z,1,GSM2141419,Macrophages,SRP074274,2 hr
SRR3471805,RNA-Seq,101,4941124626,PRJNA320361,SAMN04933013,2212682339,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739163,GSM2141420,AF115,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:35:00Z,1,GSM2141420,Macrophages,SRP074274,2 hr
SRR3471806,RNA-Seq,101,3515116130,PRJNA320361,SAMN04933014,1571016258,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739164,GSM2141421,AF117,Non-infected,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:33:00Z,1,GSM2141421,Macrophages,SRP074274,2 hr
SRR3471807,RNA-Seq,101,3882085389,PRJNA320361,SAMN04933015,1729413785,macrophage,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX1739165,GSM2141422,AF117,Salmonella,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-09-07T00:00:00Z,2016-05-03T10:33:00Z,1,GSM2141422,Macrophages,SRP074274,2 hr
